BuildingType	PrimaryPropertyType	Agebuilding	NumberofBuildings	NumberofFloors	PropertyGFAParking	LargestPropertyUseType	LargestPropertyUseTypeGFA	SecondLargestPropertyUseType	SecondLargestPropertyUseTypeGFA	ThirdLargestPropertyUseTypeGFA	ENERGYSTARScore	SiteEnergyUse(kBtu)	GHGEmissions(MetricTonsCO2e)	Latitude	Longitude
Nonresidential COS	Non-Refrigerated Warehouse	30	1.0	2.0	0	Non-Refrigerated Warehouse	101633.0	Office	48544.0	10270.0	52.0	8691444.0	145.82	47.5829049	-122.3228994
NonResidential	Large Office	64	1.0	2.0	0	Office	110746.0	Parking	57500.0	0.0	71.0	9128267.0	107.84	47.58727817	-122.3221979
NonResidential	Distribution Center	55	1.0	1.0	0	Distribution Center	99551.0	Office	11061.0	0.0	95.0	1023418.0	7.13	47.58696132	-122.3249997
NonResidential	Non-Refrigerated Warehouse	64	1.0	4.0	0	Non-Refrigerated Warehouse	119593.0	Office	30288.0	0.0	89.0	2757588.0	81.92	47.58505976	-122.325311
NonResidential	Non-Refrigerated Warehouse	64	1.0	3.0	0	Non-Refrigerated Warehouse	129420.0	Non-Refrigerated Warehouse	0.0	0.0	10.0	6583940.0	89.41	47.58035502	-122.3251579
NonResidential	Distribution Center	45	1.0	1.0	0	Distribution Center	44300.0	Office	24838.0	12349.0	51.0	2962476.0	20.65	47.58087848	-122.3228819
NonResidential	Distribution Center	54	1.0	1.0	0	Distribution Center	54523.4	Distribution Center	0.0	0.0	21.0	3408500.0	78.48	47.57022629	-122.3268992
NonResidential	Distribution Center	87	1.0	2.0	0	Distribution Center	48400.0	Office	4276.0	4200.0	72.0	2210310.0	51.93	47.57938992	-122.328268
NonResidential	Non-Refrigerated Warehouse	84	1.0	2.0	0	Non-Refrigerated Warehouse	61200.0	Non-Refrigerated Warehouse	0.0	0.0	11.0	5448687.0	196.67	47.5819271	-122.328207
NonResidential	Distribution Center	28	1.0	1.0	0	Distribution Center	109090.0	Distribution Center	0.0	0.0	69.0	2255026.0	44.06	47.58723098	-122.3268923
NonResidential	Other	29	3.0	2.0	0	Other-Public Services	65700.0	Parking	0.0	0.0	64.2	7256842.0	160.3	47.59048101	-122.3284575
NonResidential	Mixed Use Property	85	1.0	2.0	18860	Non-Refrigerated Warehouse	58605.0	Multifamily Housing	24338.0	18864.0	65.2	3660395.0	25.52	47.59424167	-122.3283921
NonResidential	Retail Store	45	1.0	1.0	35545	Retail Store	168972.0	Supermarket/Grocery Store	118133.0	0.0	95.0	17109052.0	294.93	47.69195845	-122.3587219
NonResidential	Small- and Mid-Sized Office	14	1.0	4.0	21055	Office	70074.0	Office	0.0	0.0	6.0	4678999.0	32.62	47.66328657	-122.3755312
NonResidential	Non-Refrigerated Warehouse	41	1.0	3.0	0	Non-Refrigerated Warehouse	31582.0	Retail Store	20962.0	3715.0	56.2	2204235.0	78.39	47.65924951	-122.3843197
NonResidential	Other	9	1.0	6.0	0	Other	119570.0	Parking	23869.0	0.0	37.2	25338332.0	737.98	47.65525588	-122.3213698
NonResidential	Large Office	7	1.0	4.0	88855	Office	105206.0	Parking	31992.0	6374.0	74.0	8787353.0	61.26	47.64900288	-122.3480372
NonResidential	Small- and Mid-Sized Office	15	1.0	2.0	25800	Office	77174.0	Office	0.0	0.0	1.0	12704014.0	143.3	47.64929238	-122.3519295
NonResidential	Large Office	17	1.0	5.0	0	Office	98666.0	Other	8634.0	0.0	48.0	7752682.0	54.05	47.62853241	-122.34191132
NonResidential	Mixed Use Property	7	1.0	5.0	103650	Parking	97500.0	Office	88051.0	54106.0	48.4	19991412.0	288.91	47.62881703	-122.3288272
NonResidential	Other	16	1.0	4.0	18382	Laboratory	97365.0	Laboratory	0.0	0.0	21.2	37276920.0	1155.9	47.63084183	-122.3268537
NonResidential	Large Office	15	1.0	7.0	84689	Office	163082.0	Parking	83425.0	0.0	89.0	8168547.0	63.06	47.62270587	-122.3589606
NonResidential	Large Office	41	1.0	5.0	18720	Office	89075.0	Parking	15164.0	0.0	84.0	4656777.0	60.02	47.61946053	-122.3563784
NonResidential	Small- and Mid-Sized Office	113	1.0	3.0	0	Office	90345.0	Parking	33380.0	15845.0	51.0	12187231.0	262.85	47.61473608	-122.3558185
NonResidential	Large Office	40	1.0	8.0	23630	Office	128359.0	Parking	22202.0	0.0	65.0	9088373.0	95.8	47.61746596	-122.34779169
NonResidential	Large Office	32	1.0	15.0	116280	Office	270237.0	Parking	71602.0	0.0	84.0	17572308.0	238.61	47.61579878	-122.34154926
NonResidential	Large Office	52	1.0	11.0	0	Office	156414.0	Bar/Nightclub	10337.0	8208.0	90.0	10110827.0	322.79	47.61439383	-122.33913932
NonResidential	Other	34	1.0	33.0	0	Data Center	218997.0	Office	210409.0	0.0	71.0	284867168.0	1992.96	47.61435318	-122.33885956
NonResidential	Large Office	34	1.0	19.0	89778	Office	312442.0	Parking	84800.0	18799.0	91.0	15552193.0	108.42	47.61414902	-122.3343852
NonResidential	Medical Office	90	1.0	18.0	28870	Medical Office	281598.0	Parking	27597.0	21519.0	67.0	23230284.0	608.53	47.61272237	-122.33714171
NonResidential	Retail Store	86	1.0	4.0	0	Retail Store	78920.0	Retail Store	0.0	0.0	67.0	10513817.0	143.53	47.61203003	-122.33483124
NonResidential	Large Office	36	1.0	7.0	87160	Office	120290.0	Retail Store	10853.0	0.0	94.0	5288304.0	69.71	47.6108292	-122.3448644
NonResidential	Other	16	1.0	0.0	440185	Other-Mall	561684.0	Other-Entertainment/Public Assembly	100000.0	80000.0	53.8	48143224.0	335.63	47.61287405	-122.335276
NonResidential	Mixed Use Property	107	1.0	4.0	0	Office	17120.0	Performing Arts	15300.0	13400.0	36.8	3395651.0	140.72	47.61500045	-122.3198382
NonResidential	Large Office	107	1.0	10.0	0	Office	84731.0	Retail Store	53526.0	0.0	87.0	5207349.0	153.12	47.61045662	-122.3404384
NonResidential	Retail Store	75	1.0	3.0	0	Retail Store	45000.0	Retail Store	0.0	0.0	51.0	2643948.0	27.66	47.60939705	-122.3370035
NonResidential	Retail Store	91	1.0	3.0	0	Retail Store	73563.0	Retail Store	0.0	0.0	39.0	8063959.0	71.38	47.60931778	-122.33786011
NonResidential	Small- and Mid-Sized Office	106	1.0	6.0	0	Office	44913.0	Restaurant	7044.0	0.0	65.0	2625300.0	18.3	47.60757597	-122.3409389
NonResidential	Large Office	45	1.0	29.0	0	Office	371450.0	Parking	65451.0	9295.0	50.0	32381836.0	225.75	47.60831575	-122.33544853
NonResidential	Large Office	86	1.0	27.0	13320	Office	182604.0	Parking	13320.0	6246.0	99.8	0.0	0.0	47.60765462	-122.3355124
NonResidential	Large Office	94	1.0	13.0	0	Office	151740.0	Other	12645.0	0.0	13.0	19018762.0	132.59	47.60749343	-122.3352206
NonResidential	Large Office	17	1.0	13.0	74481	Office	145491.0	Parking	70603.0	0.0	25.0	17044842.0	118.83	47.60565608	-122.33424818
NonResidential	Large Office	105	1.0	7.0	0	Office	95942.0	Retail Store	15523.0	182.0	69.0	6618215.0	50.14	47.60586544	-122.3393185
NonResidential	Small- and Mid-Sized Office	94	1.0	3.0	0	Office	50250.0	Office	0.0	0.0	88.0	1990749.0	13.88	47.60378793	-122.33362064
NonResidential	Large Office	104	1.0	17.0	0	Office	82053.0	Financial Office	6561.0	6333.0	52.0	6797528.0	163.11	47.60302353	-122.33364868
NonResidential	Large Office	34	1.0	42.0	201121	Office	983697.0	Parking	296815.0	12941.0	93.0	41818868.0	277.98	47.60600047	-122.32993096
NonResidential	Small- and Mid-Sized Office	91	1.0	4.0	0	Small- and Mid-Sized Office	58392.8	Small- and Mid-Sized Office	0.0	0.0	67.0	2982178.0	35.69	47.60363571	-122.33229898
NonResidential	Large Office	45	1.0	22.0	98556	Office	129000.0	Parking	98556.0	0.0	74.0	8201974.0	57.18	47.60401687	-122.33197962
NonResidential	Large Office	30	1.0	76.0	319400	Office	1680937.0	Parking	319368.0	0.0	84.0	94560088.0	834.96	47.60466039	-122.33028619
NonResidential	Medical Office	27	1.0	5.0	99314	Medical Office	81873.0	Parking	67000.0	0.0	17.0	8631444.0	92.21	47.60634747	-122.3218006
NonResidential	College/University	99	1.0	2.0	0	College/University	60122.0	Parking	0.0	0.0	81.6	552729.0	3.85	47.60963749	-122.3150317
NonResidential	Small- and Mid-Sized Office	105	1.0	6.0	13700	Office	84481.0	Parking	8474.0	0.0	84.0	4108523.0	39.44	47.59807205	-122.33368683
NonResidential	Large Office	44	1.0	9.0	0	Office	204993.0	Office	0.0	0.0	73.0	15036617.0	394.71	47.60386535	-122.32841507
NonResidential	Large Office	17	1.0	8.0	124788	Large Office	58392.8	Large Office	0.0	0.0	97.0	13943064.0	97.2	47.59885555	-122.330957
NonResidential	Other	76	1.0	2.0	0	Other	58500.0	Other	0.0	0.0	55.4	1767017.0	58.51	47.59301502	-122.3345968
NonResidential	Small- and Mid-Sized Office	108	1.0	6.0	0	Office	49473.0	Restaurant	10408.0	0.0	30.0	4335178.0	30.22	47.58959849	-122.3336722
NonResidential	Non-Refrigerated Warehouse	55	1.0	1.0	0	Non-Refrigerated Warehouse	77800.0	Parking	0.0	0.0	82.0	2265487.0	66.77	47.58481885	-122.3268261
Nonresidential COS	Other	71	1.0	4.0	0	Other	50036.0	Office	49086.0	0.0	54.6	14353034.0	178.65	47.5829049	-122.3228994
NonResidential	Other	30	1.0	1.0	0	Other	60787.0	Office	13805.0	2408.0	39.6	5477570.0	56.8	47.58295949	-122.3248752
NonResidential	Non-Refrigerated Warehouse	63	1.0	2.0	0	Non-Refrigerated Warehouse	101752.0	Office	8068.0	4270.0	67.6	3033190.0	81.27	47.57669998	-122.3386606
NonResidential	Other	46	1.0	1.0	0	Other	54523.4	Other	0.0	0.0	60.8	1008645.0	39.08	47.57289218	-122.3350363
NonResidential	Other	45	1.0	1.0	0	Other	152511.0	Other	0.0	0.0	72.4	6802622.0	47.42	47.56299869	-122.3255706
NonResidential	Small- and Mid-Sized Office	65	1.0	1.0	0	Office	101278.0	Data Center	502.0	0.0	94.0	6102883.0	133.54	47.55659397	-122.3316788
NonResidential	Large Office	42	1.0	2.0	0	Office	141917.0	Parking	0.0	0.0	74.0	6233927.0	54.51	47.55267715	-122.32740784
NonResidential	Non-Refrigerated Warehouse	49	1.0	1.0	0	Non-Refrigerated Warehouse	56900.0	Non-Refrigerated Warehouse	0.0	0.0	14.0	1796889.0	12.53	47.54849916	-122.3243305
NonResidential	Retail Store	40	1.0	5.0	0	Retail Store	238148.0	Retail Store	0.0	0.0	27.0	11356990.0	79.17	47.54698628	-122.3288012
NonResidential	Refrigerated Warehouse	46	1.0	1.0	0	Refrigerated Warehouse	56955.6	Refrigerated Warehouse	0.0	0.0	99.2	93802.0	0.65	47.54329841	-122.3308777
NonResidential	Non-Refrigerated Warehouse	46	1.0	1.0	0	Non-Refrigerated Warehouse	34206.0	Office	21244.0	0.0	28.0	4247457.0	117.75	47.53605811	-122.33229
NonResidential	Distribution Center	36	1.0	1.0	0	Distribution Center	55000.0	Distribution Center	0.0	0.0	35.0	2505271.0	78.15	47.52593209	-122.3308402
NonResidential	Retail Store	23	1.0	1.0	0	Retail Store	99471.0	Parking	0.0	0.0	80.0	7323351.0	154.96	47.52224416	-122.3684832
NonResidential	Other	13	1.0	6.0	272900	Parking	232685.0	Retail Store	63419.0	15757.0	81.2	8971926.0	113.32	47.66482021	-122.29765115
NonResidential	Supermarket/Grocery Store	52	1.0	1.0	0	Supermarket/Grocery Store	27382.0	Supermarket/Grocery Store	0.0	0.0	59.0	7144738.0	174.97	47.57902013	-122.2998245
NonResidential	Small- and Mid-Sized Office	86	1.0	3.0	0	Office	81526.0	Office	0.0	0.0	99.0	2019254.0	50.27	47.54106841	-122.3376829
NonResidential	Other	15	1.0	5.0	19820	Parking	321828.0	Retail Store	298043.0	5636.0	76.0	11821841.0	122.54	47.70911192	-122.3246608
NonResidential	Distribution Center	29	1.0	1.0	0	Distribution Center	288048.0	Non-Refrigerated Warehouse	83683.0	35760.0	48.0	13779936.0	391.82	47.56485509	-122.338006
NonResidential	Mixed Use Property	113	1.0	4.0	0	Non-Refrigerated Warehouse	27283.0	Office	23277.0	6540.0	79.8	1041304.0	26.41	47.59960585	-122.3306596
NonResidential	Large Office	7	1.0	4.0	100176	Office	149081.0	Parking	76364.0	0.0	72.0	9207485.0	64.19	47.62566459	-122.3680201
NonResidential	Small- and Mid-Sized Office	115	1.0	6.0	15840	Office	95760.0	Office	0.0	0.0	81.0	5530880.0	73.77	47.59894805	-122.332488
NonResidential	Non-Refrigerated Warehouse	69	1.0	1.0	0	Non-Refrigerated Warehouse	178087.0	Non-Refrigerated Warehouse	0.0	0.0	79.0	2290681.0	15.97	47.56732628	-122.3352433
NonResidential	Non-Refrigerated Warehouse	98	1.0	1.0	0	Non-Refrigerated Warehouse	60000.0	Other-Services	5000.0	5000.0	77.4	629036.0	4.39	47.57488421	-122.3376277
NonResidential	Non-Refrigerated Warehouse	49	1.0	1.0	0	Non-Refrigerated Warehouse	164806.0	Office	5826.0	0.0	97.0	666392.0	4.65	47.57260151	-122.3577988
NonResidential	Large Office	21	1.0	10.0	0	Office	220033.0	Parking	168978.0	0.0	85.0	11813861.0	105.41	47.63266558	-122.3416858
NonResidential	Large Office	6	1.0	17.0	138098	Office	299055.0	Parking	91220.0	0.0	91.0	13158205.0	91.73	47.60241047	-122.32732941
NonResidential	Mixed Use Property	6	1.0	6.0	54300	Office	41624.0	Parking	33399.0	20740.0	52.0	5415438.0	87.07	47.65836686	-122.31287375
NonResidential	Retail Store	59	1.0	2.0	0	Retail Store	85572.0	Restaurant	2950.0	2500.0	57.4	6211441.0	115.48	47.66375728	-122.3002168
SPS-District K-12	K-12 School	27	1.0	1.0	0	K-12 School	52924.0	K-12 School	0.0	0.0	81.0	1907697.0	13.3	47.6016549	-122.31538028
NonResidential	Non-Refrigerated Warehouse	49	1.0	2.0	0	Non-Refrigerated Warehouse	112484.0	Office	24433.0	0.0	55.0	2645229.0	18.44	47.51277739	-122.28386411
NonResidential	Non-Refrigerated Warehouse	37	1.0	1.0	0	Non-Refrigerated Warehouse	52702.0	Office	7746.0	0.0	93.0	888308.0	21.24	47.51184247	-122.28179733
NonResidential	Hospital	21	1.0	14.0	0	Hospital (General Medical & Surgical)	1639334.0	Parking	441551.0	0.0	59.0	286685536.0	11824.89	47.608951	-122.322402
NonResidential	Large Office	87	1.0	4.0	0	Office	153044.0	Non-Refrigerated Warehouse	43463.0	19439.0	84.0	10752843.0	364.64	47.61906313	-122.3586461
NonResidential	Mixed Use Property	11	1.0	4.0	21612	Other	26400.0	Office	19200.0	17000.0	50.0	2807583.0	21.75	47.60453796	-122.32032776
NonResidential	Medical Office	25	1.0	5.0	159157	Medical Office	146150.0	Parking	139000.0	0.0	67.0	11792141.0	139.21	47.60778771	-122.3201541
NonResidential	Small- and Mid-Sized Office	28	1.0	5.0	0	Small- and Mid-Sized Office	56949.6	Small- and Mid-Sized Office	0.0	0.0	42.0	7615756.0	53.09	47.69943689	-122.3237873
NonResidential	Non-Refrigerated Warehouse	11	1.0	4.0	6458	Non-Refrigerated Warehouse	87332.0	Non-Refrigerated Warehouse	0.0	0.0	84.0	1189402.0	13.55	47.65803253	-122.364501
NonResidential	Medical Office	87	1.0	3.0	15479	Medical Office	42527.0	Office	27961.0	529.0	54.0	6668456.0	231.39	47.61142131	-122.3213375
NonResidential	Hotel	12	1.0	6.0	50017	Hotel	100528.0	Parking	50017.0	0.0	26.0	13720714.0	464.77	47.61180149	-122.3202724
NonResidential	Other	16	1.0	5.0	0	Other-Entertainment/Public Assembly	134197.0	Restaurant	5803.0	0.0	53.6	19490284.0	353.49	47.62149019	-122.3482175
NonResidential	Hotel	7	1.0	5.0	21273	Hotel	111994.0	Restaurant	4006.0	0.0	43.0	9375125.0	268.0	47.62569046	-122.35056305
NonResidential	Non-Refrigerated Warehouse	27	1.0	4.0	0	Non-Refrigerated Warehouse	132828.0	Non-Refrigerated Warehouse	0.0	0.0	85.0	1033846.0	7.21	47.61819351	-122.3173027
NonResidential	Non-Refrigerated Warehouse	45	1.0	1.0	0	Non-Refrigerated Warehouse	58047.0	Office	12353.0	0.0	1.0	14064603.0	323.87	47.53920898	-122.3428177
NonResidential	Retail Store	20	1.0	1.0	0	Retail Store	130767.0	Retail Store	0.0	0.0	58.0	10416934.0	262.9	47.71410243	-122.3429112
SPS-District K-12	K-12 School	27	1.0	3.0	0	K-12 School	55353.0	K-12 School	0.0	0.0	87.0	1520326.0	10.6	47.6022912	-122.2917857
NonResidential	College/University	41	1.0	4.0	0	College/University	114000.0	College/University	0.0	0.0	47.0	7011508.0	67.62	47.59968538	-122.3037015
SPS-District K-12	Other	13	1.0	3.0	0	Other	180633.0	Repair Services (Vehicle, Shoe, Locksmith, etc)	50000.0	50000.0	58.8	21142886.0	250.05	47.58091375	-122.3309884
NonResidential	Non-Refrigerated Warehouse	50	1.0	1.0	0	Non-Refrigerated Warehouse	149293.0	Office	7858.0	0.0	86.0	1243807.0	19.98	47.57322201	-122.3600826
NonResidential	Medical Office	105	1.0	6.0	0	Medical Office	320946.0	Medical Office	0.0	0.0	59.0	25533580.0	188.13	47.60700607	-122.30950928
NonResidential	Retail Store	57	1.0	1.0	0	Retail Store	74178.0	Retail Store	0.0	0.0	54.0	5229981.0	124.92	47.54847297	-122.3227103
NonResidential	Medical Office	12	1.0	5.0	112980	Medical Office	177748.0	Medical Office	0.0	0.0	69.0	10624295.0	74.07	47.6056366	-122.3214798
NonResidential	Non-Refrigerated Warehouse	28	1.0	4.0	0	Non-Refrigerated Warehouse	80360.0	Non-Refrigerated Warehouse	0.0	0.0	94.0	746776.0	19.06	47.70847287	-122.3018744
SPS-District K-12	K-12 School	65	1.0	1.0	0	K-12 School	62975.0	K-12 School	0.0	0.0	91.0	2467851.0	97.97	47.58007989	-122.3873108
NonResidential	Supermarket/Grocery Store	19	1.0	3.0	0	Supermarket/Grocery Store	46280.0	Supermarket/Grocery Store	0.0	0.0	75.0	9586556.0	238.77	47.61378327	-122.3212131
NonResidential	Other	7	1.0	2.0	0	Automobile Dealership	48103.0	Office	3753.0	0.0	81.4	2014721.0	14.05	47.59373474	-122.32424164
NonResidential	Small- and Mid-Sized Office	94	1.0	3.0	12586	Office	40380.0	Parking	13858.0	12900.0	21.0	4751090.0	33.12	47.58701148	-122.3347036
NonResidential	Large Office	55	1.0	3.0	48510	Office	65434.0	Office	0.0	0.0	1.0	17924416.0	124.96	47.6620958	-122.31202081
NonResidential	Mixed Use Property	15	1.0	3.0	36093	Mixed Use Property	56949.6	Mixed Use Property	0.0	0.0	94.0	1609757.0	11.22	47.64879342	-122.33322785
NonResidential	Worship Facility	58	1.0	2.0	0	Worship Facility	22220.0	Worship Facility	0.0	0.0	83.0	797435.0	27.69	47.67751761	-122.28984675
SPS-District K-12	K-12 School	60	1.0	1.0	0	K-12 School	50956.0	K-12 School	0.0	0.0	89.0	2198064.0	82.72	47.69064642	-122.29834714
NonResidential	Mixed Use Property	53	1.0	1.0	0	Office	23751.0	Other	14024.0	10095.0	42.2	2065156.0	30.45	47.54412779	-122.30873835
NonResidential	Non-Refrigerated Warehouse	39	1.0	1.0	0	Non-Refrigerated Warehouse	40000.0	Non-Refrigerated Warehouse	0.0	0.0	1.0	1696009.0	11.82	47.54153185	-122.32884313
NonResidential	Distribution Center	50	1.0	1.0	0	Distribution Center	27800.0	Distribution Center	0.0	0.0	10.0	1310481.0	27.86	47.54125253	-122.32786627
NonResidential	Non-Refrigerated Warehouse	14	1.0	1.0	0	Non-Refrigerated Warehouse	46340.0	Non-Refrigerated Warehouse	0.0	0.0	3.0	2438430.0	17.0	47.55427046	-122.33647399
Campus	Other	21	1.0	1.0	0	Manufacturing/Industrial Plant	22800.0	Manufacturing/Industrial Plant	0.0	0.0	42.6	1951448.0	92.78	47.54261556	-122.30645766
NonResidential	Small- and Mid-Sized Office	105	1.0	3.0	0	Office	38460.0	Office	0.0	0.0	74.0	1857387.0	36.42	47.60196478	-122.31456094
NonResidential	Worship Facility	93	1.0	2.0	0	Worship Facility	21022.0	Worship Facility	0.0	0.0	81.0	684155.0	32.87	47.68594811	-122.35432084
SPS-District K-12	K-12 School	61	1.0	2.0	0	K-12 School	51489.0	K-12 School	0.0	0.0	94.0	1909346.0	67.97	47.57769088	-122.40684428
NonResidential	Distribution Center	48	1.0	1.0	0	Distribution Center	48001.0	Distribution Center	0.0	0.0	37.0	2483320.0	101.23	47.51089546	-122.28074341
NonResidential	Non-Refrigerated Warehouse	36	1.0	1.0	0	Non-Refrigerated Warehouse	23620.0	Office	2760.0	0.0	76.4	686055.0	14.12	47.51442062	-122.27934357
NonResidential	Non-Refrigerated Warehouse	46	1.0	1.0	0	Non-Refrigerated Warehouse	29551.0	Office	9569.0	0.0	8.0	2465266.0	70.16	47.5103068	-122.28119226
NonResidential	Non-Refrigerated Warehouse	34	1.0	1.0	0	Non-Refrigerated Warehouse	30598.0	Non-Refrigerated Warehouse	0.0	0.0	74.0	338141.0	2.36	47.51276131	-122.28071926
NonResidential	Non-Refrigerated Warehouse	36	1.0	1.0	0	Non-Refrigerated Warehouse	24280.0	Office	4950.0	0.0	71.0	451738.0	3.15	47.51081215	-122.28276297
NonResidential	Other	87	1.0	3.0	0	Other	36185.0	Retail Store	3142.0	644.0	48.4	10303305.0	380.17	47.68939742	-122.26969106
NonResidential	Worship Facility	101	1.0	2.0	0	Worship Facility	33589.0	Worship Facility	0.0	0.0	95.0	440658.0	17.79	47.68156331	-122.37493866
NonResidential	Small- and Mid-Sized Office	36	1.0	3.0	0	Office	43495.0	Office	0.0	0.0	43.0	3303989.0	23.03	47.66611816	-122.38549485
NonResidential	Small- and Mid-Sized Office	37	1.0	2.0	0	Office	28492.0	Office	0.0	0.0	9.0	2055622.0	41.98	47.67522457	-122.40842537
NonResidential	Small- and Mid-Sized Office	52	1.0	3.0	0	Office	18000.0	Medical Office	1800.0	1000.0	61.0	1357116.0	9.46	47.67447195	-122.40777514
NonResidential	Restaurant	38	1.0	3.0	0	Restaurant	22719.0	Parking	0.0	0.0	29.4	1834570.0	12.79	47.67409077	-122.40770067
NonResidential	Medical Office	69	1.0	2.0	22000	Medical Office	66588.0	Medical Office	0.0	0.0	1.0	14329739.0	379.34	47.61643223	-122.33090167
NonResidential	Small- and Mid-Sized Office	86	1.0	3.0	0	Office	21600.0	Office	0.0	0.0	84.0	133880.0	0.93	47.61753888	-122.33278228
NonResidential	Small- and Mid-Sized Office	78	1.0	2.0	0	Office	28568.0	Office	0.0	0.0	86.0	841242.0	12.91	47.61832601	-122.33341322
SPS-District K-12	K-12 School	90	1.0	2.0	0	K-12 School	41191.0	K-12 School	0.0	0.0	46.8	1646538.2	20.942	47.60818545	-122.30052066
NonResidential	Retail Store	98	1.0	2.0	0	Retail Store	147545.0	Retail Store	0.0	0.0	59.0	7196194.0	186.96	47.59656273	-122.31395492
Nonresidential COS	Other	92	1.0	2.0	0	Other	25778.0	Office	200.0	0.0	65.2	1109924.0	7.74	47.68449217	-122.31903789
SPS-District K-12	K-12 School	85	1.0	2.0	0	K-12 School	47089.0	K-12 School	0.0	0.0	85.0	2004995.0	72.02	47.68667488	-122.34216282
NonResidential	Other	98	1.0	2.0	0	Social/Meeting Hall	23835.0	Social/Meeting Hall	0.0	0.0	60.2	1183408.0	54.95	47.67779084	-122.3527645
NonResidential	Restaurant	60	1.0	2.0	0	Restaurant	31020.0	Restaurant	0.0	0.0	41.4	5767765.0	250.87	47.61486436	-122.34930256
NonResidential	Small- and Mid-Sized Office	98	1.0	2.0	0	Office	14400.0	Other-Lodging/Residential	7200.0	0.0	22.6	1943772.0	40.69	47.61406326	-122.35022736
NonResidential	Other	69	1.0	1.0	0	Other	23000.0	Office	0.0	0.0	76.4	630040.0	21.12	47.61534557	-122.3499573
NonResidential	Small- and Mid-Sized Office	41	1.0	5.0	13320	Office	37993.0	Bank Branch	3547.0	0.0	51.0	4735249.0	155.38	47.61589336	-122.35109861
NonResidential	Small- and Mid-Sized Office	73	1.0	3.0	0	Office	64630.0	Office	0.0	0.0	91.0	2456132.0	66.29	47.61685251	-122.35146168
NonResidential	Worship Facility	67	1.0	2.0	0	Worship Facility	20920.0	Worship Facility	0.0	0.0	11.0	1136676.0	46.05	47.61619799	-122.35076685
